"BOROUGH","Year","Geo.Place.Name","Name","Measure","Measure.Info","Data_Value","Pollutant_Change","Pollutant_Rate_Change","Stations","Total_Level2","Total_DCFC","Public_Pct","Avg_Level2_Per_Station","Avg_DCFC_Per_Station","EV_Growth_Rate","EV_Station_Density","Chargers_Per_Station","Level2_to_DCFC_Ratio","Time_Since_EV_Adoption"
"STATEN ISLAND",2014,"Staten Island","Fine particles (PM 2.5)","Mean","mcg/m3",7.9,0,0,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Tottenville and Great Kills (CD3)","Fine particles (PM 2.5)","Mean","mcg/m3",7.6,-0.300000000000001,-0.0379746835443039,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"South Beach - Tottenville","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3",1.3,NA,NA,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Staten Island","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3",1.3,0,0,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Tottenville and Great Kills (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",7.3,-11,-0.601092896174863,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"South Beach - Tottenville","Fine particles (PM 2.5)","Mean","mcg/m3",8.1,0.5,0.0657894736842105,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"South Beach - Tottenville","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3",0.6,NA,NA,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"South Beach - Tottenville","Fine particles (PM 2.5)","Mean","mcg/m3",7.6,-0.5,-0.0617283950617284,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Stapleton - St. George","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3",0.7,0.1,0.166666666666667,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Stapleton - St. George","Ozone (O3)","Mean","ppb",31.1,0.800000000000001,0.0264026402640264,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Staten Island","Ozone (O3)","Mean","ppb",31.4,0.299999999999997,0.00964630225080377,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Stapleton - St. George","Fine particles (PM 2.5)","Mean","mcg/m3",8.4,0.800000000000001,0.105263157894737,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"South Beach - Tottenville","Ozone (O3)","Mean","ppb",32,0.600000000000001,0.0191082802547771,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"South Beach - Tottenville","Nitrogen dioxide (NO2)","Mean","ppb",7.4,0.100000000000001,0.0136986301369864,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Stapleton - St. George","Nitrogen dioxide (NO2)","Mean","ppb",10.6,3.2,0.432432432432432,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Tottenville and Great Kills (CD3)","Ozone (O3)","Mean","ppb",31.9,-0.100000000000001,-0.00312500000000004,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Staten Island","Outdoor Air Toxics - Benzene","Annual average concentration","Âµg/m3",0.6,-0.1,-0.142857142857143,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Stapleton - St. George","Nitrogen dioxide (NO2)","Mean","ppb",21.3,10.7,1.00943396226415,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Tottenville and Great Kills (CD3)","Fine particles (PM 2.5)","Mean","mcg/m3",8.1,-0.300000000000001,-0.0357142857142858,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Stapleton - St. George","Outdoor Air Toxics - Formaldehyde","Annual average concentration","Âµg/m3",1.3,0,0,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"STATEN ISLAND",2014,"Tottenville and Great Kills (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",18.2,-3.1,-0.145539906103286,1,1,0,0,1,NA,NA,0.0172413793103448,1,NA,0
"BROOKLYN",2015,"East New York","Fine particles (PM 2.5)","Mean","mcg/m3",7.8,-1.5,-0.161290322580645,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Brooklyn","Fine particles (PM 2.5)","Mean","mcg/m3",7.8,0,0,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Gramercy Park - Murray Hill","Nitrogen dioxide (NO2)","Mean","ppb",30.1,0.700000000000003,0.0238095238095239,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Williamsburg - Bushwick","Fine particles (PM 2.5)","Mean","mcg/m3",9.6,1.8,0.230769230769231,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant (CD3)","Fine particles (PM 2.5)","Mean","mcg/m3",8.1,-1.5,-0.15625,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Bushwick (CD4)","Nitrogen dioxide (NO2)","Mean","ppb",15.5,-11.1,-0.417293233082707,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"East New York","Nitrogen dioxide (NO2)","Mean","ppb",23.3,7.8,0.503225806451613,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Chelsea - Clinton","Boiler Emissions- Total SO2 Emissions","Number per km2","number",36.4,NA,NA,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BRONX",2015,"Northeast Bronx","Fine particles (PM 2.5)","Mean","mcg/m3",8.3,-1.8,-0.178217821782178,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"MANHATTAN",2015,"Central Harlem - Morningside Heights","Fine particles (PM 2.5)","Mean","mcg/m3",8,-1.1,-0.120879120879121,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BRONX",2015,"Northeast Bronx","Nitrogen dioxide (NO2)","Mean","ppb",17.5,-5.9,-0.252136752136752,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"MANHATTAN",2015,"Chelsea - Clinton","Nitrogen dioxide (NO2)","Mean","ppb",29.2,-0.900000000000002,-0.0299003322259137,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Chelsea - Clinton","Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children",53.6,NA,NA,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Bushwick (CD4)","Nitrogen dioxide (NO2)","Mean","ppb",20.3,-3,-0.128755364806867,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BRONX",2015,"Morrisania and Crotona (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",20.1,2.6,0.148571428571429,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BROOKLYN",2015,"Bushwick (CD4)","Nitrogen dioxide (NO2)","Mean","ppb",24.5,4.2,0.206896551724138,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BRONX",2015,"Morrisania and Crotona (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",23.9,3.8,0.189054726368159,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",25.2,0.699999999999999,0.0285714285714285,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Gramercy Park - Murray Hill","Asthma emergency department visits due to PM2.5","Estimated annual rate (age 18+)","per 100,000 adults",16.5,-37.1,-0.692164179104478,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant - Crown Heights","Nitrogen dioxide (NO2)","Mean","ppb",20.2,-5,-0.198412698412698,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Brooklyn","Asthma emergency department visits due to PM2.5","Estimated annual rate (age 18+)","per 100,000 adults",34.9,NA,NA,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BRONX",2015,"Bronx","Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults",19.6,NA,NA,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BROOKLYN",2015,"Brooklyn","Nitrogen dioxide (NO2)","Mean","ppb",23.4,3.2,0.158415841584158,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant (CD3)","Nitrogen dioxide (NO2)","Mean","ppb",20.8,-2.6,-0.111111111111111,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Bushwick (CD4)","Fine particles (PM 2.5)","Mean","mcg/m3",9,0.9,0.111111111111111,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BRONX",2015,"Bronx","Boiler Emissions- Total SO2 Emissions","Number per km2","number",6.3,NA,NA,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BRONX",2015,"Morris Park and Bronxdale (CD11)","Fine particles (PM 2.5)","Mean","mcg/m3",7.4,-0.9,-0.108433734939759,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BRONX",2015,"Morris Park and Bronxdale (CD11)","Nitrogen dioxide (NO2)","Mean","ppb",17.9,-6,-0.251046025104602,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant - Crown Heights","Nitrogen dioxide (NO2)","Mean","ppb",20.8,0,0,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Clinton and Chelsea (CD4)","Nitrogen dioxide (NO2)","Mean","ppb",23.4,-5.8,-0.198630136986301,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant - Crown Heights","Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children",124.6,89.7,2.5702005730659,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"East Harlem","Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children",215.5,199,12.0606060606061,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Central Harlem (CD10)","Nitrogen dioxide (NO2)","Mean","ppb",25.8,2.4,0.102564102564103,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BRONX",2015,"Northeast Bronx","Nitrogen dioxide (NO2)","Mean","ppb",21.3,3.4,0.189944134078212,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"MANHATTAN",2015,"Central Harlem - Morningside Heights","Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults",14.9,NA,NA,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BRONX",2015,"Morris Park and Bronxdale (CD11)","Fine particles (PM 2.5)","Mean","mcg/m3",8.1,0.699999999999999,0.0945945945945945,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BRONX",2015,"Morris Park and Bronxdale (CD11)","Fine particles (PM 2.5)","Mean","mcg/m3",9.6,1.5,0.185185185185185,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BRONX",2015,"Morris Park and Bronxdale (CD11)","Nitrogen dioxide (NO2)","Mean","ppb",21.8,0.5,0.0234741784037559,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"MANHATTAN",2015,"Clinton and Chelsea (CD4)","Nitrogen dioxide (NO2)","Mean","ppb",27.3,1.5,0.0581395348837209,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"East Harlem","Nitrogen dioxide (NO2)","Mean","ppb",23,-4.3,-0.157509157509158,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"East New York and Starrett City (CD5)","Fine particles (PM 2.5)","Mean","mcg/m3",8.7,-0.300000000000001,-0.0333333333333334,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Central Harlem - Morningside Heights","Nitrogen dioxide (NO2)","Mean","ppb",23.2,0.199999999999999,0.00869565217391301,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BRONX",2015,"Northeast Bronx","Nitrogen dioxide (NO2)","Mean","ppb",19.5,-2.3,-0.105504587155963,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BROOKLYN",2015,"East New York","Asthma emergency department visits due to PM2.5","Estimated annual rate (age 18+)","per 100,000 adults",71.4,-53.2,-0.426966292134831,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Williamsburg - Bushwick","Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults",11,NA,NA,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Manhattan","Asthma emergency department visits due to PM2.5","Estimated annual rate (age 18+)","per 100,000 adults",34.8,-180.7,-0.838515081206496,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Manhattan","Nitrogen dioxide (NO2)","Mean","ppb",27.5,4.3,0.185344827586207,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Manhattan","Fine particles (PM 2.5)","Mean","mcg/m3",9.5,1.5,0.1875,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Manhattan","Boiler Emissions- Total SO2 Emissions","Number per km2","number",26.8,-9.6,-0.263736263736264,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Lower Manhattan","Boiler Emissions- Total SO2 Emissions","Number per km2","number",8.3,-18.5,-0.690298507462687,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"East New York","Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults",13.2,2.2,0.2,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"East New York","Fine particles (PM 2.5)","Mean","mcg/m3",8.4,-0.299999999999999,-0.0344827586206895,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Central Harlem - Morningside Heights","Boiler Emissions- Total SO2 Emissions","Number per km2","number",10.7,2.4,0.289156626506024,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Central Harlem - Morningside Heights","Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children",193.1,158.3,4.54885057471264,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant - Crown Heights","Asthma emergency department visits due to PM2.5","Estimated annual rate (age 18+)","per 100,000 adults",68.1,-3.30000000000001,-0.0462184873949581,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"East Harlem","Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults",20.3,5.4,0.36241610738255,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant - Crown Heights","Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults",12.4,-0.799999999999999,-0.0606060606060605,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BRONX",2015,"Northeast Bronx","Ozone (O3)","Mean","ppb",29.9,-0.600000000000001,-0.019672131147541,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"MANHATTAN",2015,"Central Harlem - Morningside Heights","Nitrogen dioxide (NO2)","Mean","ppb",19,-8.5,-0.309090909090909,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Central Harlem - Morningside Heights","Nitrogen dioxide (NO2)","Mean","ppb",25.7,6.7,0.352631578947368,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Williamsburg - Bushwick","Fine particles (PM 2.5)","Mean","mcg/m3",10.2,1.8,0.214285714285714,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Central Harlem (CD10)","Fine particles (PM 2.5)","Mean","mcg/m3",7.9,-1.6,-0.168421052631579,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BRONX",2015,"Kingsbridge - Riverdale","Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults",14.8,-4.8,-0.244897959183673,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"MANHATTAN",2015,"Central Harlem (CD10)","Nitrogen dioxide (NO2)","Mean","ppb",22.3,-3.4,-0.132295719844358,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant - Crown Heights","Nitrogen dioxide (NO2)","Mean","ppb",16,-4.8,-0.230769230769231,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Manhattan","Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children",93.5,-99.6,-0.515794924909373,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Manhattan","Fine particles (PM 2.5)","Mean","mcg/m3",9,1.1,0.139240506329114,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Fort Greene and Brooklyn Heights (CD2)","Fine particles (PM 2.5)","Mean","mcg/m3",10.3,0.100000000000001,0.00980392156862759,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Fort Greene and Brooklyn Heights (CD2)","Fine particles (PM 2.5)","Mean","mcg/m3",9.8,-0.5,-0.0485436893203883,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Williamsburg - Bushwick","Boiler Emissions- Total SO2 Emissions","Number per km2","number",0.3,NA,NA,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BRONX",2015,"Northeast Bronx","Boiler Emissions- Total SO2 Emissions","Number per km2","number",1.6,-4.7,-0.746031746031746,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BROOKLYN",2015,"East New York","Fine particles (PM 2.5)","Mean","mcg/m3",8.7,-1.1,-0.112244897959184,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"East New York","Nitrogen dioxide (NO2)","Mean","ppb",19.1,3.1,0.19375,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BRONX",2015,"Morris Park and Bronxdale (CD11)","Nitrogen dioxide (NO2)","Mean","ppb",19.6,0.100000000000001,0.0051282051282052,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BRONX",2015,"Morris Park and Bronxdale (CD11)","Nitrogen dioxide (NO2)","Mean","ppb",15.7,-3.9,-0.198979591836735,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BROOKLYN",2015,"East New York","Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children",118.4,50.3,0.738619676945668,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Williamsburg - Bushwick","Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children",107.9,-10.5,-0.0886824324324324,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"East New York","Fine particles (PM 2.5)","Mean","mcg/m3",9.5,0.800000000000001,0.0919540229885058,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Williamsburg - Bushwick","Asthma emergency department visits due to PM2.5","Estimated annual rate (age 18+)","per 100,000 adults",67.3,-40.6,-0.376274328081557,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"East Harlem","Nitrogen dioxide (NO2)","Mean","ppb",18.6,-3.7,-0.165919282511211,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BRONX",2015,"Fordham - Bronx Pk","Asthma emergency department visits due to PM2.5","Estimated annual rate (under age 18)","per 100,000 children",153.6,NA,NA,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BRONX",2015,"Kingsbridge Heights and Bedford (CD7)","Nitrogen dioxide (NO2)","Mean","ppb",19.2,3.5,0.222929936305732,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BROOKLYN",2015,"East New York","Ozone (O3)","Mean","ppb",32.6,1.6,0.0516129032258065,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"East New York","Nitrogen dioxide (NO2)","Mean","ppb",13.9,-5.2,-0.272251308900524,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Manhattan","Nitrogen dioxide (NO2)","Mean","ppb",25.2,6.6,0.354838709677419,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Manhattan","Nitrogen dioxide (NO2)","Mean","ppb",21.3,-3.9,-0.154761904761905,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"East Harlem (CD11)","Nitrogen dioxide (NO2)","Mean","ppb",18.6,-2.7,-0.126760563380282,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BRONX",2015,"Morris Park and Bronxdale (CD11)","Ozone (O3)","Mean","ppb",30.5,0.600000000000001,0.0200668896321071,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"MANHATTAN",2015,"Clinton and Chelsea (CD4)","Fine particles (PM 2.5)","Mean","mcg/m3",11.4,2.4,0.266666666666667,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"East Harlem (CD11)","Fine particles (PM 2.5)","Mean","mcg/m3",8.2,-3.2,-0.280701754385965,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"MANHATTAN",2015,"Manhattan","Fine particles (PM 2.5)","Mean","mcg/m3",10.2,2,0.24390243902439,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Fort Greene and Brooklyn Heights (CD2)","Fine particles (PM 2.5)","Mean","mcg/m3",9.8,0.300000000000001,0.0315789473684211,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"MANHATTAN",2015,"Clinton and Chelsea (CD4)","Fine particles (PM 2.5)","Mean","mcg/m3",10.9,0.700000000000001,0.0686274509803923,54,157,0,1,2.90740740740741,NA,NA,2.45454545454545,2.90740740740741,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant - Crown Heights","Fine particles (PM 2.5)","Mean","mcg/m3",8.8,-1,-0.102040816326531,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"East New York","Fine particles (PM 2.5)","Mean","mcg/m3",8.4,-0.4,-0.0454545454545455,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BRONX",2015,"Kingsbridge - Riverdale","Ozone (O3)","Mean","ppb",28.7,-1.8,-0.059016393442623,1,5,0,1,5,NA,NA,0.0238095238095238,5,NA,1
"BROOKLYN",2015,"East New York","Fine particles (PM 2.5)","Mean","mcg/m3",8.7,0.299999999999999,0.0357142857142856,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"Bedford Stuyvesant - Crown Heights","Fine particles (PM 2.5)","Mean","mcg/m3",8.9,0.200000000000001,0.0229885057471266,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
"BROOKLYN",2015,"East New York","Fine particles (PM 2.5)","Mean","mcg/m3",9.5,0.6,0.0674157303370786,5,17,0,1,3.4,NA,NA,0.072463768115942,3.4,NA,1
