Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,169 Ludlow St - Tesla Destination,169  Ludlow St,,New York,NY,10002,,877-798-3752,E,,Public,,,,3,,,Non-Networked,,GPS,40.721713,-73.98778,7/1/24,358717,2/12/25 0:16,P,,,,J1772
ELEC,The Woods Inn,148 NY-28,,Inlet,NY,13360,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,2,,,SWTCH,https://swtchenergy.com,GPS,43.753421,-74.795691,5/3/23,211922,1/31/24 22:07,P,,,3/17/22,J1772
ELEC,Cosimo's on Union - Tesla Supercharger,1217 NY-300,,Newburgh,NY,12550,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,6,,Tesla,https://www.tesla.com/supercharger,200-9,41.499616,-74.071324,7/1/24,122261,2/12/25 0:16,P,,,3/1/19,TESLA
ELEC,Broadway Commons Target,358 N. Broadway Commons,,Hicksville,NY,11801,,855-900-7584,E,,Public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,40.77177,-73.532239,4/17/25,152207,4/17/25 2:58,,,,1/20/20,J1772
ELEC,Kings Nissan,2758 Coney Island Ave,,Brooklyn,NY,11235,,718-376-0538,E,,Public - Call ahead,Dealership business hours; Nissan vehicle use only,,,1,,,Non-Networked,,200-9,40.589167,-73.960707,2/12/24,44329,2/12/25 0:16,P,,,11/30/11,J1772
ELEC,HYUNDAI1 EV ATLANTA HYU2,193 Sunrise Hwy North Service Rd,,West Islip,NY,11795,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.72074,-73.304634,4/17/25,214197,4/17/25 1:42,,,,4/16/22,J1772
ELEC,EV BEVERLY1 EV BEVERLY1,660 E Jericho Turnpike,Auto Dealership Lot,Huntington Station,NY,11791,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.833718,-73.386112,4/17/25,256899,4/17/25 2:05,,,,3/23/23,J1772
ELEC,STATION 4TH FL MOTORGATE #1,688 Main St,Motorgate Garage -Fourth Level,New York,NY,10044,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.764429,-73.946793,4/17/25,169880,4/17/25 1:29,,,,12/3/20,J1772
ELEC,SRYMCASSB MALTA 1.1,8-10 Medical Park Dr,Rear parking lot of malta YMCA,Ballston Spa,NY,12020,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.975704,-73.80629,4/17/25,182287,4/17/25 1:31,,,,1/27/21,J1772
ELEC,ALBANY COUNTY NURSING HOME,780 Albany Shaker Rd,Pull into the  main entrance turn immediately to the right chargers on the right,Albany,NY,12211,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.74327,-73.814908,4/17/25,162162,4/17/25 1:07,,,,6/12/20,J1772
ELEC,Burnt Hills-Ballston Lake CSD,88 Lake Hill Rd,,Burnt Hills,NY,12027,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,42.91241,-73.89118,4/17/25,236639,4/17/25 4:11,,,,10/17/22,J1772
ELEC,Walgreens,589 Prospect Ave,,Brooklyn,NY,11215,,877-455-3833,E,,Public,24 hours daily,,,,1,,eVgo Network,https://www.evgo.com,GPS,40.656459,-73.977527,4/16/25,228330,4/16/25 23:58,,,,3/7/18,CHADEMO J1772COMBO
ELEC,The Somerset - Garage 1st Floor,1365 York Ave,,New York,NY,10021,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,20,,,EVOKE,https://evokesystems.com,GPS,40.767348,-73.953832,10/11/24,356922,2/12/25 0:16,P,,,11/20/22,J1772
ELEC,VERONA LA QUINTA 2,5390 Willow Pl,Outside of front entrance of La Quinta hotel,Verona,NY,13478,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.122196,-75.59264,4/17/25,181237,4/17/25 1:27,,,,1/27/21,J1772
ELEC,MARKET 32 EV BALLTOWN EV3,442 Balltown Rd,To the left of main entrance.,Schenectady,NY,12304,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.77538,-73.893252,4/17/25,175722,4/17/25 1:22,,,,1/27/21,J1772
ELEC,Utica University Welcome Center - Upper Lot Garage,1600 Burrstone Rd,,Utica,NY,13502,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,10,,,EVOKE,https://evokesystems.com,GPS,43.097019,-75.272098,10/11/24,356937,2/12/25 0:16,P,,,11/29/23,J1772
ELEC,GENESEO W PARK RIGHT,4271 Genesee Valley Plaza Rd,West Parking Area Right Charger,Geneseo,NY,14454,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.796997,-77.785406,4/17/25,224229,4/17/25 1:50,,,,7/22/22,J1772
ELEC,South Meadow Marketplace - Tesla Supercharger,740 South Meadow Street,,Ithaca,NY,14850,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,42.428603,-76.509111,7/1/24,149318,2/12/25 0:16,P,,,9/30/19,TESLA
ELEC,EVolve NY Jamestown,1365 E 2nd Street,,Jamestown,NY,14701,,833-632-2778,E,,Public,24 hours daily,,,,6,,Electrify America,https://www.electrifyamerica.com,GPS,42.11366,-79.21091,4/17/25,374772,4/17/25 3:07,,,,1/1/25,J1772COMBO
ELEC,OCEANSIDE LIBRA UNIT 1,30 Davison Avenue,,Oceanside,NY,11572,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.641153,-73.638983,4/17/25,361710,4/17/25 2:30,,,,11/5/24,J1772
ELEC,RC Lacy Ford,25 Maple Ave #9w,,Catskill,NY,12414,,1-888-717-4544,E,,Public,24 hours daily,,,4,4,,CHARGESMART_EV,https://chargesmartev.com,GPS,42.216659,-73.876835,4/17/25,349064,4/17/25 4:16,,,,6/22/24,J1772 J1772COMBO
ELEC,Hunters Point South Crossing,1-55 Borden Avenue,,Long Island City,NY,11101,,888-998-2546,E,,Public,24 hours daily,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.742397,-73.959225,4/17/25,191469,4/17/25 0:38,,,,6/2/21,J1772
ELEC,NYC FLEET DPR_ICAHN_1_L3,10 Central Rd,,New York,NY,10035,,888-758-4389,E,,Public,24 hours daily,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,40.792194,-73.92455,4/17/25,170122,4/17/25 1:16,,,,12/12/20,CHADEMO J1772COMBO
ELEC,RTS IRONDEQUOIT #2,Irondequoit Plaza,,Irondequoit,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.209057,-77.60138,4/17/25,184902,4/17/25 1:32,,,,2/12/21,J1772
ELEC,IONIQ OUTSIDE,5190 Commercial Dr,,Yorkville,NY,13495,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.114296,-75.284954,4/17/25,204500,4/17/25 1:43,,,,1/8/22,J1772
ELEC,REGENERON 47G-02,Tempel Ln,Parking Lot,East Greenbush,NY,12061,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.637283,-73.711837,4/17/25,347995,4/17/25 2:25,,,,6/15/24,J1772
ELEC,NYS ORDA GORE MOUNTAIN 3,793 Peaceful Valley Rd,,North Creek,NY,12853,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.671111,-74.007596,4/17/25,174097,4/17/25 1:12,,,,1/27/21,J1772
ELEC,NY STATE PARKS LAKE TAGHKANIC,Lake Taghkanic Rd,Lot by Beach Swimming Area - Park open sunrise to sunset.,Ancram,NY,12502,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.090954,-73.720052,4/17/25,120821,4/17/25 1:10,,,,3/13/19,J1772
ELEC,QPK Design LLP,450 S Salina St.,,Syracuse,NY,13202,,1-833-611-5965,E,,Public,24 hours daily,,,6,,,VIALYNK,https://www.lynkwell.com,GPS,43.04564,-76.15275,4/17/25,347196,4/17/25 4:13,,,,5/31/24,J1772
ELEC,TPWC TPWC 6,2594 Western Av,Bldg 4,Altamont,NY,12009,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.714246,-73.936013,4/17/25,227766,4/17/25 1:38,,,,9/17/22,J1772
ELEC,Schoharie Annex Building,113 Park Place,,Schoharie,NY,12157,,1-888-717-4544,E,,Public,24 hours daily,,,4,,,CHARGESMART_EV,https://chargesmartev.com,GPS,42.702649,-74.310565,4/17/25,353047,4/17/25 4:16,,,,8/17/24,J1772
ELEC,NATIONAL GRID BUFFALO STATE,1300 Elmwood Ave,,Buffalo,NY,14222,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.931359,-78.879109,4/17/25,162136,4/17/25 1:09,,,,6/12/20,J1772
ELEC,600 RIVER ROAD 600 RIVER 92107,600 River Rd,,North Tonawanda,NY,14120,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.035553,-78.88712,4/17/25,174929,4/17/25 1:18,,,,1/27/21,J1772
ELEC,Icon Parking 101 West End Ave - Tesla Destination,101 West End Ave,,New York,NY,10023,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775065,-73.988572,7/1/24,114994,2/12/25 0:16,P,,,1/21/16,J1772 TESLA
ELEC,Orienta Beach Club,1054 Walton Ave,,Mamaroneck,NY,10543,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,40.93594,-73.72539,4/17/25,233083,4/17/25 4:12,,,,8/2/22,J1772
ELEC,SUNY BUFFALO JACOBS 3,50 Augspurger Rd,Jacobs A lot,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.99886,-78.78732,4/17/25,171344,4/17/25 1:31,,,,1/16/21,J1772
ELEC,MODERA HUDSON R STATION 3,20 Water Grant St,,Yonkers,NY,10701,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.931818,-73.904626,4/17/25,388975,4/17/25 1:02,,,,4/1/25,J1772
ELEC,BRI - Bay Ridge Municipal Parking Garage,8501 5th Ave,,Brooklyn,NY,11209,,866-816-7584,E,,Public,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,5,,,EV Connect,https://www.evconnect.com,GPS,40.621698,-74.02567,4/17/25,65288,4/17/25 3:18,,,,6/1/15,J1772
ELEC,WHB LANDINGS STATION 3,3037 Mitchell Rd,-Parking lot 3,Westhampton Beach,NY,11978,,888-758-4389,E,,Public,Mon 8:00am - 5:00pm; Tue 8:00am - 5:00pm; Wed 8:00am - 5:00pm; Thu 8:00am - 5:00pm; Fri 8:00am - 5:00pm; Sat 8:00am - 5:00pm; Sun 8:00am - 5:00pm,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.806465,-72.642696,4/17/25,241248,4/17/25 1:53,,,,1/6/23,J1772
ELEC,2112-2124 NY 7 EV2,2114 NY-7 2114 New York 7,Main Parking Lot EV 2,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.807059,-73.545194,4/17/25,190055,4/17/25 1:35,,,,5/25/21,J1772
ELEC,ERIE COUNTY ISLEVIEW,800 Niagara St,,Tonawanda,NY,14150,,888-758-4389,E,,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 9:00pm; Sun 6:00am - 9:00pm,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.010323,-78.907524,4/17/25,164077,4/17/25 1:22,,,,7/9/20,J1772
ELEC,SCHENECTADY LIBERTY-YATES,17 Broadway,In center of paid lot near utility pole,Schenectady,NY,12305,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.815406,-73.940711,4/17/25,162421,4/17/25 0:47,,,,6/12/20,J1772
ELEC,266 13th St,266 13th St,,Brooklyn,NY,11215,,888-356-8911,E,,Public,24 hours daily,,,2,,,FLO,https://www.flo.com,GPS,40.667017,-73.988698,4/17/25,222574,4/17/25 3:43,,,,7/7/22,J1772
ELEC,Econolodge,543 Aviation Road,,Queensbury,NY,12804,,1-833-611-5965,E,,Public,24 hours daily,,,6,,,VIALYNK,https://www.lynkwell.com,GPS,43.33007,-73.67991,4/17/25,223095,4/17/25 4:12,,,,10/28/21,J1772
ELEC,CHARGEPOINT_NEW COLONIAL HC1,1400 Washington Ave,,Albany,NY,12222,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.688651,-73.826116,4/17/25,375125,4/17/25 2:32,,,,1/7/25,J1772
ELEC,Body Bank Fitness,16 Squadron Blvd,,New City,NY,10956,,844-798-2438,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,4,,,SWTCH,https://swtchenergy.com,GPS,41.158249,-73.984761,5/3/23,257690,1/31/24 22:07,P,,,3/30/23,J1772
ELEC,MBRVC SALES-STATION 1,650 Sunrise Hwy,,Rockville Centre,NY,11570,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.656805,-73.628064,4/17/25,353508,4/17/25 1:41,,,,8/23/24,J1772
ELEC,ALDI SWN 143-2,215 Carleton Avenue,,Central Islip,NY,11722,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.769692,-73.199691,4/17/25,367631,4/17/25 2:31,,,,11/7/24,J1772
ELEC,SWTCH Energy,8 Forest Dr,,Garnerville,NY,10923,,844-798-2438,E,,Public,24 hours daily,A D Debit M V,,4,,,SWTCH,https://swtchenergy.com,GPS,41.193603,-74.012903,11/9/23,313652,1/31/24 22:07,P,,,8/23/23,J1772
ELEC,HWS COLLEGES 288 PULTENEY 1,288 Pulteney St,,Geneva,NY,14456,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.859764,-76.985725,4/17/25,144137,4/17/25 1:15,,,,8/29/19,J1772
ELEC,Bill Cram DC,1913 Waterloo Road,,Seneca Falls,NY,13148,,1-833-611-5965,E,,Public,24 hours daily,,,,4,,VIALYNK,https://www.lynkwell.com,GPS,42.9032,-76.83753,4/17/25,350283,4/17/25 4:13,,,,7/10/24,J1772COMBO
ELEC,Peninsula Shopping Center,1368 Peninsula Blvd,,Hewlett,NY,11557,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.6454,-73.70439,12/10/24,368026,2/12/25 0:16,P,,,11/12/24,TESLA
ELEC,Westchester Country Club,99 Biltmore Ave,,Rye,NY,10580,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,41.00071,-73.69916,4/17/25,223139,4/17/25 4:11,,,,10/30/21,J1772
ELEC,La Terazza New City,291 South Main Street,,New City,NY,10956,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,41.13736,-73.99141,4/17/25,223134,4/17/25 4:11,,,,12/17/21,J1772
ELEC,PLAINVIEW STATION 1,999 Old Country Rd,,Plainview,NY,11803,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.774882,-73.473128,4/17/25,255401,4/17/25 2:05,,,,3/1/23,J1772
ELEC,INN SQ INN SQ GW 4,100 Clinton Ave S,NN42 Orange Level Parking Garage,Rochester,NY,14604,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.155268,-77.605377,4/17/25,204920,4/17/25 1:42,,,,1/15/22,J1772
ELEC,VASSAR COLLEGE BARTLETT CNTR 6,Raymond Avenue,Vassar College North Parking Lot,Vassar College,NY,12603,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.690684,-73.897094,4/17/25,388282,4/17/25 2:37,,,,3/22/25,J1772
ELEC,TH 001,1 Town Hall Rd,Between main lot and police parking,Lake Katrine,NY,12449,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.976902,-74.002655,4/17/25,206836,4/17/25 1:40,,,,2/22/22,J1772
ELEC,HARMONY MILLS 1 FALLSVIEW 1.5,100 N Mohawk St,,Cohoes,NY,12047,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.781628,-73.70534,4/17/25,174730,4/17/25 1:17,,,,1/27/21,J1772
ELEC,233 LAKE AVE GROVE 1.2,233 Lake Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.08555,-73.765625,4/17/25,182058,4/17/25 1:31,,,,1/27/21,J1772
ELEC,RHTOYOTA RHTOYOTA,1655 Country Rd,EAST SIDE OF BUIDLING PEDESTAL,Riverhead,NY,11901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.923885,-72.69794,4/17/25,235291,4/17/25 1:57,,,,10/27/22,J1772
ELEC,Associate's Lot,2157 Main St,,Buffalo,NY,14214,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,https://www.evconnect.com,GPS,42.929,-78.847208,4/17/25,202630,4/17/25 3:19,,,,12/13/21,J1772
ELEC,Centre at Huguenot South Tower - Parking Garage 2nd Floor,41 Centre Ave,,New Rochelle,NY,10801,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,12,,,EVOKE,https://evokesystems.com,GPS,40.90823,-73.785183,10/11/24,357026,2/12/25 0:16,P,,,6/29/22,J1772
ELEC,Kimball Ave,41 Kimball Ave,,Yonkers,NY,10704,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,https://www.evconnect.com,GPS,40.904619,-73.867704,4/17/25,333690,4/17/25 3:20,,,,4/27/24,J1772
ELEC,Upstate Auto,469 Broadway,,Saranac Lake,NY,12983,,1-833-611-5965,E,,Public,24 hours daily,,,6,2,,VIALYNK,https://www.lynkwell.com,GPS,44.33983,-74.1429,4/17/25,351665,4/17/25 4:13,,,,7/27/24,J1772 J1772COMBO
ELEC,WHEATLAND-CHILI ELEMENTRY1,13 Beckwith Ave,,Scottsville,NY,14546,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.025917,-77.748225,4/17/25,187784,4/17/25 1:25,,,,4/20/21,J1772
ELEC,Junius Ponds Travel Plaza,NY State Thruway,,Phelps,NY,14532,,888-557-7099,E,,Public,24 Hours Daily,ANDROID_PAY APPLE_PAY CREDIT Debit M V,,,4,,APPLEGREEN,https://www.applegreenelectric.com,GPS,42.958789,-76.91745,8/15/24,320693,2/12/25 0:16,P,,,6/12/23,CHADEMO J1772COMBO TESLA
ELEC,70 HATFIELD STATION 1,70 Hatfield Ln,,Goshen,NY,10924,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.39766,-74.342212,4/17/25,197067,4/17/25 1:39,,,,10/2/21,J1772
ELEC,CANDLE PARK-NO1,3607 NY-434,"Parking Area, North Border, NO. 1 Charger",Vestal,NY,13850,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.09781,-75.985387,4/17/25,221142,4/17/25 1:51,,,,6/10/22,J1772
ELEC,NATIONAL GRID CHILIS DEWITT,3691 Erie Blvd E,Chili’s parking lot,Syracuse,NY,13214,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.03692,-76.064442,4/17/25,347726,4/17/25 1:06,,,,6/14/24,J1772
ELEC,Admirals Cove - Building 2,"1100 Admirals Cove Blvd, Bldg 2",,Haverstraw,NY,10927,,813-492-5220,E,,Public,24 hours daily,A ANDROID_PAY APPLE_PAY D M V,,4,,,EVOKE,https://evokesystems.com,GPS,41.191432,-73.958954,10/11/24,356897,2/12/25 0:16,P,,,5/25/23,J1772
ELEC,Rapidpark 351 East 83rd - Tesla Destination,351 E 83rd,,New York,NY,10028,,877-798-3752,E,,Public,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.775123,-73.951193,7/1/24,115110,2/12/25 0:16,P,,,5/24/18,J1772 TESLA
ELEC,Rapid Park - 204 W 101st 1st Floor,204 W 101st Street,,New York,NY,10025,,1-833-611-5965,E,,Public,24 hours daily,,,4,,,VIALYNK,https://www.lynkwell.com,GPS,40.79743,-73.9687,4/17/25,334499,4/17/25 4:12,,,,5/2/24,J1772
ELEC,HAWTHORNE RIDGE STATION 1,30 Community Way Hawthorne Ridge,,East Greenbush,NY,12061,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.614954,-73.697103,4/17/25,180832,4/17/25 1:24,,,,1/27/21,J1772
ELEC,OSSINING TOWN RYDER PARK,Ryder Park 43 Morningside Drive,,Ossining,NY,10562,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.166687,-73.827925,4/17/25,162295,4/17/25 1:03,,,,6/12/20,J1772
ELEC,Home2 Suites by Hilton Middletown - Tesla Destination,600 Route 211 E,,Middletown,NY,10941,,877-798-3752,E,,Public,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.463118,-74.369714,7/1/24,114976,2/12/25 0:16,P,,,12/5/16,TESLA
ELEC,The Lofts at Saratoga - Bldg 11,18 Lofts Way,,Malta,NY,12020,,1-888-717-4544,E,,Public,24 hours daily,,,2,,,CHARGESMART_EV,https://chargesmartev.com,GPS,42.967947,-73.795446,4/17/25,333728,4/17/25 4:15,,,,4/4/23,J1772
ELEC,BAYSIDE CONDO B-116,3110 Leeward Dr,,Haverstraw,NY,10927,,888-758-4389,E,,Public,24 hours daily,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.189473,-73.957912,4/17/25,384379,4/17/25 2:36,,,,2/14/25,J1772
ELEC,SHINEMAN SOUTH LEE HALL 3,7060 NY 104,Lee Hall Charging Station 3,Oswego,NY,13126,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,43.454023,-76.540843,4/17/25,350575,4/17/25 2:26,,,,7/16/24,J1772
